State,ZIP Code,Size of AGI,Number of Returns,Adjust Gross Income
AL,35581,1,910,11589
AL,35581,2,520,18819
AL,35581,3,260,16051
AL,35581,4,130,10838
AL,35581,5,110,16011
AL,35581,6,0,0
AL,35582,1,670,8778
AL,35582,2,510,18458
AL,35582,3,230,13838
AL,35582,4,120,10052
AL,35582,5,110,13771
AL,35582,6,40,18983
AL,35584,1,90,1216
AL,35584,2,40,1443
AL,35584,3,30,2407
AL,35584,4,0,0
AL,35584,5,0,0
AL,35584,6,0,0
AL,35585,1,260,3263
AL,35585,2,140,4997
AL,35585,3,90,5017
AL,35585,4,70,6201
AL,35585,5,50,5872
AL,35585,6,0,0
AL,35586,1,690,9304
AL,35586,2,430,15621
AL,35586,3,220,13867
AL,35586,4,140,11967
AL,35586,5,100,14949
AL,35586,6,0,0
AL,35587,1,140,1889
AL,35587,2,70,2408
AL,35587,3,40,2803
AL,35587,4,30,2656
AL,35587,5,30,3909
AL,35587,6,0,0
AL,35592,1,670,8472
AL,35592,2,430,15533
AL,35592,3,260,15774
AL,35592,4,130,11426
AL,35592,5,130,20105
AL,35592,6,0,0
AL,35593,1,260,3134
AL,35593,2,210,7829
AL,35593,3,100,5860
AL,35593,4,60,5276
AL,35593,5,40,5131
AL,35593,6,0,0
AL,35594,1,1170,15042
AL,35594,2,740,26764
AL,35594,3,390,23586
AL,35594,4,250,21602
AL,35594,5,250,32267
AL,35594,6,40,16417
AL,35601,1,6530,87892
AL,35601,2,3690,129430
AL,35601,3,1500,91603
AL,35601,4,760,64895
AL,35601,5,830,110192
AL,35601,6,270,110176
AL,35603,1,4940,63417
AL,35603,2,3100,112011
AL,35603,3,1880,115520
AL,35603,4,1430,124659
AL,35603,5,2140,288200
AL,35603,6,460,189178
AL,35610,1,290,3519
AL,35610,2,190,6761
AL,35610,3,130,8399
AL,35610,4,80,6633
AL,35610,5,60,7443
AL,35610,6,0,0
AL,35611,1,4450,58659
AL,35611,2,2710,95692
AL,35611,3,1220,74553
AL,35611,4,770,66448
AL,35611,5,860,113564
AL,35611,6,170,63742
AL,35613,1,2500,30649
AL,35613,2,1680,61639
AL,35613,3,1340,83399
AL,35613,4,1110,96431
AL,35613,5,1990,267932
AL,35613,6,420,148352
AL,35614,1,1210,16255
AL,35614,2,820,29054
AL,35614,3,430,26693
AL,35614,4,250,21672
AL,35614,5,240,30970
AL,35614,6,40,11889
AL,35616,1,600,7519
AL,35616,2,390,13971
AL,35616,3,230,14398
AL,35616,4,120,10522
AL,35616,5,120,17349
AL,35616,6,0,0
AL,35618,1,340,4504
AL,35618,2,240,8491
AL,35618,3,90,5512
AL,35618,4,30,2679
AL,35618,5,50,7545
AL,35618,6,0,0
AL,35619,1,790,10195
AL,35619,2,550,20051
AL,35619,3,300,18623
AL,35619,4,190,16423
AL,35619,5,190,27658
AL,35619,6,0,0
AL,35620,1,1420,18859
AL,35620,2,970,35487
AL,35620,3,570,34985
AL,35620,4,370,32561
AL,35620,5,380,49636
AL,35620,6,40,11400
AL,35621,1,490,6172
AL,35621,2,270,9979
AL,35621,3,150,9270
AL,35621,4,110,9901
AL,35621,5,130,19372
AL,35621,6,0,0
AL,35622,1,1070,14121
AL,35622,2,710,25743
AL,35622,3,360,22137
AL,35622,4,220,18807
AL,35622,5,230,29287
AL,35622,6,20,8540
AL,35630,1,6270,79362
AL,35630,2,3040,108631
AL,35630,3,1340,82058
AL,35630,4,760,65339
AL,35630,5,880,116225
AL,35630,6,230,103547
AL,35633,1,3310,42017
AL,35633,2,2030,73473
AL,35633,3,1280,79577
AL,35633,4,880,75495
AL,35633,5,900,118041
AL,35633,6,170,54606
AL,35634,1,1630,19452
AL,35634,2,920,33344
AL,35634,3,680,41676
AL,35634,4,420,36386
AL,35634,5,610,80757
AL,35634,6,240,145918
AL,35640,1,3920,48614
AL,35640,2,2550,92429
AL,35640,3,1530,94150
AL,35640,4,1090,94746
AL,35640,5,1380,181867
AL,35640,6,210,76528
AL,35643,1,580,7895
AL,35643,2,390,13674
AL,35643,3,150,9008
AL,35643,4,80,7147
AL,35643,5,100,13979
AL,35643,6,0,0
AL,35645,1,1920,23523
AL,35645,2,1230,44606
AL,35645,3,880,54803
AL,35645,4,640,54837
AL,35645,5,850,111401
AL,35645,6,190,82841
AL,35646,1,750,9720
AL,35646,2,510,18023
AL,35646,3,250,15010
AL,35646,4,130,11356
AL,35646,5,150,19045
AL,35646,6,30,9144
AL,35647,1,140,1737
AL,35647,2,130,4511
AL,35647,3,60,3696
AL,35647,4,60,4862
AL,35647,5,40,6446
AL,35647,6,0,0
AL,35648,1,570,7012
AL,35648,2,370,13383
AL,35648,3,270,16983
AL,35648,4,170,14586
AL,35648,5,170,24403
AL,35648,6,0,0
AL,35650,1,2220,28362
AL,35650,2,1360,49217
AL,35650,3,810,49901
AL,35650,4,500,43558
AL,35650,5,540,69087
AL,35650,6,50,13708
AL,35651,1,170,2236
AL,35651,2,110,3968
AL,35651,3,70,4321
AL,35651,4,50,3906
AL,35651,5,30,4193
AL,35651,6,0,0
AL,35652,1,1210,15119
AL,35652,2,780,28380
AL,35652,3,570,34969
AL,35652,4,350,30064
AL,35652,5,390,51614
AL,35652,6,70,19511
AL,35653,1,2000,27766
AL,35653,2,1420,49302
AL,35653,3,510,30809
AL,35653,4,300,25509
AL,35653,5,280,36385
AL,35653,6,60,25138
AL,35654,1,1370,17956
AL,35654,2,850,29937
AL,35654,3,390,23914
AL,35654,4,230,19231
AL,35654,5,190,24530
AL,35654,6,20,7343
AL,35660,1,1820,23552
AL,35660,2,1070,38231
AL,35660,3,420,25625
AL,35660,4,230,19865
AL,35660,5,210,26700
AL,35660,6,40,13790
AL,35661,1,2760,34859
AL,35661,2,1780,64161
AL,35661,3,1170,71935
AL,35661,4,810,70445
AL,35661,5,950,124587
AL,35661,6,210,92651
AL,35670,1,1260,15963
AL,35670,2,720,25672
AL,35670,3,490,30451
AL,35670,4,310,26544
AL,35670,5,340,45471
AL,35670,6,50,12847
AL,35671,1,400,5686
AL,35671,2,250,8919
AL,35671,3,100,6318
AL,35671,4,60,5482
AL,35671,5,80,11536
AL,35671,6,20,6882
AL,35672,1,930,12090
AL,35672,2,700,25181
AL,35672,3,330,20502
AL,35672,4,220,19014
AL,35672,5,250,36513
AL,35672,6,0,0
AL,35673,1,1260,16734
AL,35673,2,870,32149
AL,35673,3,500,31181
AL,35673,4,380,32821
AL,35673,5,370,48780
AL,35673,6,40,11975
AL,35674,1,3140,39682
AL,35674,2,1970,71319
AL,35674,3,1060,65503
AL,35674,4,720,62135
AL,35674,5,820,104963
AL,35674,6,130,108879
AL,35677,1,300,3967
AL,35677,2,200,7057
AL,35677,3,110,6588
AL,35677,4,50,3973
AL,35677,5,60,9301
AL,35677,6,0,0
AL,35739,1,790,10169
AL,35739,2,550,19812
AL,35739,3,310,19206
AL,35739,4,210,18181
AL,35739,5,240,31058
AL,35739,6,20,8568
AL,35740,1,550,7431
AL,35740,2,390,13875
AL,35740,3,180,10968
AL,35740,4,110,9088
AL,35740,5,110,14515
AL,35740,6,0,0
AL,35741,1,410,4807
AL,35741,2,280,10459
AL,35741,3,190,11532
AL,35741,4,130,11500
AL,35741,5,270,38445
AL,35741,6,180,89346
AL,35744,1,410,5418
AL,35744,2,260,9335
AL,35744,3,130,8042
AL,35744,4,80,7159
AL,35744,5,50,6534
AL,35744,6,0,0
AL,35746,1,140,1816
AL,35746,2,100,3767
AL,35746,3,60,3598
AL,35746,4,50,4562
AL,35746,5,0,0
AL,35746,6,0,0
AL,35747,1,950,12186
AL,35747,2,570,20600
AL,35747,3,340,21099
AL,35747,4,230,20339
AL,35747,5,290,37965
AL,35747,6,50,17578
AL,35748,1,1050,13410
AL,35748,2,610,21785
AL,35748,3,370,22529
AL,35748,4,260,22835
AL,35748,5,610,85054
AL,35748,6,230,90083
AL,35749,1,3350,40298
AL,35749,2,2320,85593
AL,35749,3,1660,102994
AL,35749,4,1340,116289
AL,35749,5,2230,301239
AL,35749,6,330,97775
AL,35750,1,2180,27961
AL,35750,2,1460,53123
AL,35750,3,860,53284
AL,35750,4,600,51326
AL,35750,5,710,92150
AL,35750,6,80,20857
AL,35752,1,370,5194
AL,35752,2,220,8017
AL,35752,3,100,6361
AL,35752,4,50,4628
AL,35752,5,80,12080
AL,35752,6,0,0
AL,35754,1,900,11918
AL,35754,2,540,19296
AL,35754,3,270,16377
AL,35754,4,190,16732
AL,35754,5,240,33887
AL,35754,6,50,16399
AL,35755,1,110,1382
AL,35755,2,80,3024
AL,35755,3,50,3593
AL,35755,4,0,0
AL,35755,5,30,6210
AL,35755,6,0,0
AL,35756,1,1830,21192
AL,35756,2,1260,46677
AL,35756,3,1060,65560
AL,35756,4,950,82877
AL,35756,5,1930,267349
AL,35756,6,470,138061
AL,35757,1,2010,23462
AL,35757,2,1340,49599
AL,35757,3,1080,67421
AL,35757,4,890,78070
AL,35757,5,1720,235249
AL,35757,6,310,86546
AL,35758,1,6170,69676
AL,35758,2,3490,126658
AL,35758,3,2430,150854
AL,35758,4,2280,198890
AL,35758,5,5160,719376
AL,35758,6,1670,575709
AL,35759,1,1130,13547
AL,35759,2,820,30263
AL,35759,3,680,42371
AL,35759,4,540,46796
AL,35759,5,780,103176
AL,35759,6,110,28179
AL,35760,1,830,10788
AL,35760,2,540,19337
AL,35760,3,320,19591
AL,35760,4,180,15309
AL,35760,5,200,26629
AL,35760,6,20,7862
AL,35761,1,1640,20679
AL,35761,2,1200,43574
AL,35761,3,780,48110
AL,35761,4,530,46329
AL,35761,5,810,108106
AL,35761,6,140,45036
AL,35763,1,1840,19312
AL,35763,2,1090,40026
AL,35763,3,910,57119
AL,35763,4,880,76243
AL,35763,5,2480,351096
AL,35763,6,870,305655
AL,35764,1,100,1275
AL,35764,2,70,2545
AL,35764,3,40,2155
AL,35764,4,20,2021
AL,35764,5,0,0
AL,35764,6,0,0
AL,35765,1,630,8521
AL,35765,2,380,13643
AL,35765,3,210,12738
AL,35765,4,100,8863
AL,35765,5,120,15401
AL,35765,6,0,0
AL,35768,1,2000,26153
AL,35768,2,1340,48048
AL,35768,3,590,36242
AL,35768,4,350,29944
AL,35768,5,350,45057
AL,35768,6,80,25990
AL,35769,1,1540,19525
AL,35769,2,990,35459
AL,35769,3,580,35828
AL,35769,4,330,28800
AL,35769,5,570,75898
AL,35769,6,180,95838
AL,35771,1,570,7207
AL,35771,2,410,14628
AL,35771,3,190,11549
AL,35771,4,110,9415
AL,35771,5,100,14816
AL,35771,6,0,0
AL,35772,1,800,10727
AL,35772,2,530,18432
AL,35772,3,230,14237
AL,35772,4,160,13788
AL,35772,5,130,19252
AL,35772,6,0,0
AL,35773,1,2070,26600
AL,35773,2,1420,51554
AL,35773,3,750,46333
AL,35773,4,490,41777
AL,35773,5,670,86970
AL,35773,6,100,33712
AL,35775,1,160,2280
AL,35775,2,70,2303
AL,35775,3,50,3482
AL,35775,4,0,0
AL,35775,5,20,3024
AL,35775,6,0,0
AL,35776,1,550,7437
AL,35776,2,380,13679
AL,35776,3,220,13095
AL,35776,4,130,10899
AL,35776,5,100,13937
AL,35776,6,0,0
AL,35801,1,2860,33797
AL,35801,2,1750,64080
AL,35801,3,1330,81689
AL,35801,4,1030,90270
AL,35801,5,2030,282732
AL,35801,6,1110,617356
AL,35802,1,3490,42759
AL,35802,2,2140,76962
AL,35802,3,1310,80653
AL,35802,4,1100,95370
AL,35802,5,2170,300215
AL,35802,6,860,420280
AL,35803,1,3790,44924
AL,35803,2,2460,90300
AL,35803,3,1900,117658
AL,35803,4,1640,143002
AL,35803,5,2820,383934
AL,35803,6,650,206921
AL,35805,1,5440,74448
AL,35805,2,2020,69320
AL,35805,3,510,30625
AL,35805,4,200,17344
AL,35805,5,150,22428
AL,35805,6,0,0
AL,35806,1,3660,45567
AL,35806,2,2300,83461
AL,35806,3,1510,92940
AL,35806,4,1050,90983
AL,35806,5,2090,288374
AL,35806,6,570,187218
AL,35808,1,70,804
AL,35808,2,60,2338
AL,35808,3,70,4352
AL,35808,4,60,5421
AL,35808,5,150,19757
AL,35808,6,20,5241
AL,35810,1,7140,96390
AL,35810,2,3780,132643
AL,35810,3,1380,83664
AL,35810,4,610,52895
AL,35810,5,550,70023
AL,35810,6,50,18868
AL,35811,1,4390,55508
AL,35811,2,2700,98454
AL,35811,3,1790,110095
AL,35811,4,1380,119937
AL,35811,5,1950,260006
AL,35811,6,320,99652
AL,35816,1,3650,46726
AL,35816,2,1320,45457
AL,35816,3,350,20920
AL,35816,4,170,14324
AL,35816,5,130,15908
AL,35816,6,20,7784
AL,35824,1,1040,13705
AL,35824,2,860,31433
AL,35824,3,610,37652
AL,35824,4,490,43183
AL,35824,5,960,131355
AL,35824,6,220,68164
AL,35901,1,3530,45628
AL,35901,2,1700,60447
AL,35901,3,800,48574
AL,35901,4,460,39726
AL,35901,5,550,72829
AL,35901,6,300,144931
AL,35903,1,3450,46187
AL,35903,2,1850,65805
AL,35903,3,910,54945
AL,35903,4,480,41689
AL,35903,5,400,50390
AL,35903,6,40,15598
AL,35904,1,2540,32896
AL,35904,2,1420,50577
AL,35904,3,650,39968
AL,35904,4,320,27689
AL,35904,5,250,32280
AL,35904,6,30,9450
AL,35905,1,1020,12762
AL,35905,2,690,24845
AL,35905,3,400,24655
AL,35905,4,240,20910
AL,35905,5,280,35654
AL,35905,6,40,10833
AL,35906,1,1780,22975
AL,35906,2,1100,40282
AL,35906,3,650,40287
AL,35906,4,380,33135
AL,35906,5,460,61546
AL,35906,6,100,35070
AL,35907,1,1090,13004
AL,35907,2,870,31906
AL,35907,3,630,39703
AL,35907,4,520,45022
AL,35907,5,580,74198
AL,35907,6,80,34300
AL,35950,1,4130,59022
AL,35950,2,2570,88931
AL,35950,3,910,55294
AL,35950,4,480,41439
AL,35950,5,480,61547
AL,35950,6,90,36458
AL,35951,1,2500,33791
AL,35951,2,1330,46278
AL,35951,3,560,34377
AL,35951,4,290,24968
AL,35951,5,230,28987
AL,35951,6,60,26944
AL,35952,1,1140,14842
AL,35952,2,690,24800
AL,35952,3,430,26301
AL,35952,4,210,18154
AL,35952,5,190,25173
AL,35952,6,0,0
AL,35953,1,1120,14447
AL,35953,2,780,28225
AL,35953,3,440,26795
AL,35953,4,260,21932
AL,35953,5,280,36175
AL,35953,6,40,13933
AL,35954,1,2300,30085
AL,35954,2,1240,44466
AL,35954,3,620,37626
AL,35954,4,310,26063
AL,35954,5,210,26407
AL,35954,6,30,12199
AL,35956,1,1420,17892
AL,35956,2,890,32154
AL,35956,3,510,31414
AL,35956,4,270,23444
AL,35956,5,250,31396
AL,35956,6,30,12021
AL,35957,1,3010,40487
AL,35957,2,1690,59039
AL,35957,3,770,47292
AL,35957,4,440,38219
AL,35957,5,340,43509
AL,35957,6,80,28047
AL,35958,1,490,6397
AL,35958,2,290,10828
AL,35958,3,190,11966
AL,35958,4,100,8185
AL,35958,5,90,12871
AL,35958,6,0,0
AL,35959,1,790,10098
AL,35959,2,430,15686
AL,35959,3,250,15112
AL,35959,4,140,12271
AL,35959,5,140,17945
AL,35959,6,20,7243
AL,35960,1,1540,19482
AL,35960,2,940,33632
AL,35960,3,480,29751
AL,35960,4,320,27948
AL,35960,5,360,46129
AL,35960,6,60,17582
AL,35961,1,1120,15947
AL,35961,2,690,24195
AL,35961,3,220,13525
AL,35961,4,120,10111
AL,35961,5,90,11820
AL,35961,6,20,6782
AL,35962,1,1250,17130
AL,35962,2,770,26969
AL,35962,3,330,19945
AL,35962,4,150,12723
AL,35962,5,100,12161
AL,35962,6,20,13773
AL,35963,1,280,3842
AL,35963,2,180,6545
AL,35963,3,80,4692
AL,35963,4,40,3166
AL,35963,5,40,5701
AL,35963,6,0,0
AL,35966,1,540,6646
AL,35966,2,380,13728
AL,35966,3,200,12460
AL,35966,4,110,9147
AL,35966,5,100,13372
AL,35966,6,0,0
AL,35967,1,2740,36419
AL,35967,2,1690,60068
AL,35967,3,760,46154
AL,35967,4,420,35828
AL,35967,5,370,48143
AL,35967,6,80,36757
AL,35968,1,870,11522
AL,35968,2,650,22875
AL,35968,3,320,19245
AL,35968,4,170,14958
AL,35968,5,170,21539
AL,35968,6,30,17255
AL,35971,1,820,10317
AL,35971,2,450,16025
AL,35971,3,230,14202
AL,35971,4,130,10889
AL,35971,5,90,11972
AL,35971,6,20,7037
AL,35972,1,190,2402
AL,35972,2,140,5320
AL,35972,3,70,3936
AL,35972,4,40,3537
AL,35972,5,50,6921
AL,35972,6,0,0
AL,35973,1,490,6544
AL,35973,2,270,9712
AL,35973,3,140,8810
AL,35973,4,80,7004
AL,35973,5,60,8815
AL,35973,6,0,0
AL,35974,1,320,4194
AL,35974,2,210,7379
AL,35974,3,90,5575
AL,35974,4,60,5295
AL,35974,5,50,6375
AL,35974,6,0,0
AL,35975,1,160,2041
AL,35975,2,110,3992
AL,35975,3,60,3688
AL,35975,4,20,1898
AL,35975,5,30,4633
AL,35975,6,0,0
AL,35976,1,2890,36023
AL,35976,2,1530,55183
AL,35976,3,900,55591
AL,35976,4,590,50857
AL,35976,5,740,99161
AL,35976,6,320,141939
AL,35978,1,870,11192
AL,35978,2,570,20233
AL,35978,3,280,16998
AL,35978,4,140,11842
AL,35978,5,140,25791
AL,35978,6,0,0
AL,35979,1,250,3194
AL,35979,2,150,5205
AL,35979,3,80,4504
AL,35979,4,40,3358
AL,35979,5,30,3707
AL,35979,6,0,0
AL,35980,1,880,11975
AL,35980,2,480,16792
AL,35980,3,220,13458
AL,35980,4,130,11369
AL,35980,5,90,14024
AL,35980,6,0,0
AL,35981,1,320,3997
AL,35981,2,200,7372
AL,35981,3,130,7732
AL,35981,4,70,5731
AL,35981,5,60,7449
AL,35981,6,0,0
AL,35983,1,590,7671
AL,35983,2,370,13073
AL,35983,3,210,12532
AL,35983,4,120,10451
AL,35983,5,130,20427
AL,35983,6,0,0
AL,35984,1,340,4228
AL,35984,2,200,7149
AL,35984,3,120,6902
AL,35984,4,70,5889
AL,35984,5,90,17797
AL,35984,6,0,0
AL,35986,1,1340,17692
AL,35986,2,820,29339
AL,35986,3,450,27615
AL,35986,4,260,22322
AL,35986,5,240,30216
AL,35986,6,40,14493
AL,35987,1,390,5235
AL,35987,2,260,9094
AL,35987,3,140,8181
AL,35987,4,80,6767
AL,35987,5,80,11931
AL,35987,6,0,0
AL,35988,1,310,4122
AL,35988,2,200,7163
AL,35988,3,90,5502
AL,35988,4,50,4706
AL,35988,5,40,6105
AL,35988,6,0,0
AL,35989,1,570,7432
AL,35989,2,330,11692
AL,35989,3,140,8396
AL,35989,4,80,6792
AL,35989,5,100,13091
AL,35989,6,20,8682
AL,36003,1,360,4987
AL,36003,2,180,6477
AL,36003,3,90,5703
AL,36003,4,50,4244
AL,36003,5,70,11881
AL,36003,6,0,0
AL,36005,1,260,3447
AL,36005,2,190,6541
AL,36005,3,90,5894
AL,36005,4,60,4664
AL,36005,5,60,8032
AL,36005,6,0,0
AL,36006,1,230,2942
AL,36006,2,140,5015
AL,36006,3,90,5687
AL,36006,4,50,4734
AL,36006,5,50,6411
AL,36006,6,0,0
AL,36009,1,460,5741
AL,36009,2,260,9364
AL,36009,3,130,7974
AL,36009,4,100,8567
AL,36009,5,100,17023
AL,36009,6,0,0
AL,36010,1,1080,14784
AL,36010,2,570,19951
AL,36010,3,210,12602
AL,36010,4,120,9916
AL,36010,5,130,19159
AL,36010,6,0,0
AL,36013,1,70,722
AL,36013,2,30,1274
AL,36013,3,40,2734
AL,36013,4,0,0
AL,36013,5,70,16488
AL,36013,6,0,0
AL,36016,1,600,8373
AL,36016,2,330,11725
AL,36016,3,130,7803
AL,36016,4,70,5742
AL,36016,5,70,11029
AL,36016,6,0,0
AL,36017,1,280,3975
AL,36017,2,140,4971
AL,36017,3,50,3042
AL,36017,4,30,2296
AL,36017,5,30,3414
AL,36017,6,0,0
AL,36020,1,230,3144
AL,36020,2,150,5413
AL,36020,3,60,3767
AL,36020,4,40,3016
AL,36020,5,50,7193
AL,36020,6,0,0
AL,36022,1,1710,21262
AL,36022,2,1190,43171
AL,36022,3,950,59107
AL,36022,4,820,71586
AL,36022,5,980,128381
AL,36022,6,90,37095
AL,36024,1,990,13101
AL,36024,2,640,23459
AL,36024,3,380,23589
AL,36024,4,240,21170
AL,36024,5,280,37263
AL,36024,6,70,28674
AL,36025,1,660,8511
AL,36025,2,450,16375
AL,36025,3,230,14363
AL,36025,4,150,13422
AL,36025,5,160,25302
AL,36025,6,0,0
AL,36026,1,130,1845
AL,36026,2,110,3950
AL,36026,3,70,4385
AL,36026,4,50,4541
AL,36026,5,50,6379
AL,36026,6,20,7622
AL,36027,1,2990,39143
AL,36027,2,1450,51168
AL,36027,3,600,36433
AL,36027,4,350,29954
AL,36027,5,490,64260
AL,36027,6,70,27593
AL,36028,1,310,3824
AL,36028,2,200,7051
AL,36028,3,90,5578
AL,36028,4,50,4431
AL,36028,5,50,8125
AL,36028,6,0,0
AL,36029,1,150,2028
AL,36029,2,100,3682
AL,36029,3,60,3935
AL,36029,4,0,0
AL,36029,5,70,11839
AL,36029,6,0,0
AL,36030,1,100,1265
AL,36030,2,40,1480
AL,36030,3,30,1593
AL,36030,4,30,2657
AL,36030,5,0,0
AL,36030,6,0,0
AL,36032,1,570,8267
AL,36032,2,310,10654
AL,36032,3,100,6318
AL,36032,4,40,3379
AL,36032,5,40,7712
AL,36032,6,0,0
AL,36033,1,730,9828
AL,36033,2,440,15633
AL,36033,3,170,10215
AL,36033,4,90,7937
AL,36033,5,100,14414
AL,36033,6,0,0
AL,36034,1,130,1762
AL,36034,2,90,3169
AL,36034,3,40,2715
AL,36034,4,50,5078
AL,36034,5,0,0
AL,36034,6,0,0
AL,36035,1,310,4127
AL,36035,2,210,7638
AL,36035,3,120,7239
AL,36035,4,70,6128
AL,36035,5,80,12753
AL,36035,6,0,0
AL,36036,1,340,4814
AL,36036,2,250,8925
AL,36036,3,90,5774
AL,36036,4,50,4286
AL,36036,5,60,7880
AL,36036,6,0,0
AL,36037,1,2680,36674
AL,36037,2,1390,48346
AL,36037,3,570,34499
AL,36037,4,350,30610
AL,36037,5,370,48242
AL,36037,6,60,18472
AL,36039,1,60,809
AL,36039,2,60,2740
AL,36039,3,0,0
AL,36039,4,0,0
AL,36039,6,0,0
AL,36040,1,870,12661
AL,36040,2,480,16742
AL,36040,3,130,7669
AL,36040,4,40,3437
AL,36040,5,40,5826
AL,36040,6,0,0
AL,36041,1,210,2760
AL,36041,2,180,6393
AL,36041,3,80,4528
AL,36041,4,50,3958
AL,36041,5,40,5252
AL,36041,6,0,0
AL,36042,1,210,2777
AL,36042,2,170,5997
AL,36042,3,80,4756
AL,36042,4,60,4854
AL,36042,5,40,5468
AL,36042,6,0,0
AL,36043,1,620,8307
AL,36043,2,420,14709
AL,36043,3,220,13594
AL,36043,4,160,13450
AL,36043,5,180,23228
AL,36043,6,30,14115
AL,36046,1,250,3357
AL,36046,2,150,5369
AL,36046,3,70,4421
AL,36046,4,50,4391
AL,36046,5,40,8316
AL,36046,6,0,0
AL,36047,1,270,3588
AL,36047,2,150,5525
AL,36047,3,70,4186
AL,36047,4,40,3019
AL,36047,5,40,5849
AL,36047,6,0,0
AL,36048,1,300,4081
AL,36048,2,130,4608
AL,36048,3,50,3283
AL,36048,4,30,2305
AL,36048,5,30,3350
AL,36048,6,0,0
AL,36049,1,960,12747
AL,36049,2,600,21389
AL,36049,3,280,17293
AL,36049,4,180,15470
AL,36049,5,160,20301
AL,36049,6,30,12265
AL,36051,1,400,4970
AL,36051,2,260,9265
AL,36051,3,120,7177
AL,36051,4,70,5664
AL,36051,5,100,13973
AL,36051,6,0,0
AL,36052,1,120,1436
AL,36052,2,80,2901
AL,36052,3,40,2352
AL,36052,4,40,3200
AL,36052,5,80,11311
AL,36052,6,30,11315
AL,36053,1,420,6116
AL,36053,2,230,8135
AL,36053,3,60,3345
AL,36053,4,20,2098
AL,36053,5,30,4310
AL,36053,6,0,0
AL,36054,1,2390,31831
AL,36054,2,1750,62918
AL,36054,3,950,58243
AL,36054,4,600,51853
AL,36054,5,750,99066
AL,36054,6,90,32583
AL,36064,1,1170,13879
AL,36064,2,830,30716
AL,36064,3,640,39669
AL,36064,4,620,53682
AL,36064,5,1140,154975
AL,36064,6,420,180330
AL,36066,1,2810,35381
AL,36066,2,2030,74899
AL,36066,3,1400,86326
AL,36066,4,1080,94031
AL,36066,5,1350,176415
AL,36066,6,150,65491
AL,36067,1,4340,56201
AL,36067,2,2560,92172
AL,36067,3,1560,95861
AL,36067,4,970,84064
AL,36067,5,1410,188546
AL,36067,6,210,70744
AL,36069,1,320,4428
AL,36069,2,220,7919
AL,36069,3,100,6186
AL,36069,4,70,6182
AL,36069,5,70,12765
AL,36069,6,0,0
AL,36071,1,170,2398
AL,36071,2,90,3387
AL,36071,3,40,2114
AL,36071,4,30,3600
AL,36071,5,0,0
AL,36071,6,0,0
AL,36075,1,410,5532
AL,36075,2,270,9582
AL,36075,3,80,4995
AL,36075,4,50,3987
AL,36075,5,60,10673
AL,36075,6,0,0
AL,36078,1,2250,29530
AL,36078,2,1420,51709
AL,36078,3,810,49572
AL,36078,4,440,38245
AL,36078,5,500,65140
AL,36078,6,80,37418
AL,36079,1,1540,20217
AL,36079,2,910,32599
AL,36079,3,470,28978
AL,36079,4,290,25332
AL,36079,5,350,45919
AL,36079,6,70,24112
AL,36080,1,320,4105
AL,36080,2,260,9330
AL,36080,3,140,8878
AL,36080,4,130,11357
AL,36080,5,160,21044
AL,36080,6,30,8234
AL,36081,1,2890,36561
AL,36081,2,1300,45793
AL,36081,3,560,34145
AL,36081,4,410,35064
AL,36081,5,450,59598
AL,36081,6,130,60488
AL,36083,1,1820,24935
AL,36083,2,950,33265
AL,36083,3,320,19540
AL,36083,4,140,11722
AL,36083,5,130,19374
AL,36083,6,0,0
AL,36088,1,600,7701
AL,36088,2,270,9278
AL,36088,3,80,4703
AL,36088,4,30,2538
AL,36088,5,30,4509
AL,36088,6,0,0
AL,36089,1,1680,24271
AL,36089,2,810,27855
AL,36089,3,240,14108
AL,36089,4,100,8483
AL,36089,5,90,12061
AL,36089,6,30,7899
AL,36091,1,570,7513
AL,36091,2,420,15103
AL,36091,3,190,11700
AL,36091,4,130,11246
AL,36091,5,110,14163
AL,36091,6,20,6483
AL,36092,1,3440,46213
AL,36092,2,2280,82490
AL,36092,3,1270,78292
AL,36092,4,770,66223
AL,36092,5,840,108838
AL,36092,6,110,38619
AL,36093,1,1230,14863
AL,36093,2,980,36876
AL,36093,3,800,50131
AL,36093,4,680,59465
AL,36093,5,1130,151234
AL,36093,6,210,67934
AL,36104,1,1570,20593
AL,36104,2,570,19790
AL,36104,3,200,12106
AL,36104,4,100,8905
AL,36104,5,140,18773
AL,36104,6,60,27743
AL,36105,1,2470,33786
AL,36105,2,1100,38221
AL,36105,3,330,19889
AL,36105,4,150,13069
AL,36105,5,200,26657
AL,36105,6,30,10552
AL,36106,1,2260,29863
AL,36106,2,1600,58346
AL,36106,3,970,59945
AL,36106,4,570,49655
AL,36106,5,780,106492
AL,36106,6,350,195674
AL,36107,1,1750,24686
AL,36107,2,860,29466
AL,36107,3,240,14335
AL,36107,4,90,7922
AL,36107,5,80,13606
AL,36107,6,0,0
AL,36108,1,4630,63666
AL,36108,2,1980,68490
AL,36108,3,560,33801
AL,36108,4,210,17893
AL,36108,5,180,27458
AL,36108,6,0,0
AL,36109,1,4070,54731
AL,36109,2,3150,114655
AL,36109,3,1670,102155
AL,36109,4,990,84937
AL,36109,5,1040,133501
AL,36109,6,120,62499
AL,36110,1,2960,40790
AL,36110,2,1230,42697
AL,36110,3,290,17302
AL,36110,4,110,8855
AL,36110,5,90,11804
AL,36110,6,0,0
